year,latitude,longitude,depth,mag,gap,dmin,rms,horizontalError,depthError,magError,magNst,depth_class
2020,0.925,126.7603,71.92,4.5,94,0.625,0.4,7.9,7.3,0.103,28,1
2024,0.9268,98.8196,84.287,4.5,144,1.299,0.58,5.06,8.006,0.107,26,1
2022,0.931,126.627,10.0,4.5,76,0.756,0.79,7.66,1.893,0.139,17,0
2021,0.9343,125.9976,43.05,4.5,68,1.378,0.71,6.4,3.8,0.08,46,0
2021,0.9638,119.9714,35.0,4.5,146,0.823,0.85,9.6,2.0,0.221,7,0
2024,0.9649,126.2895,55.361,4.5,71,1.094,0.67,7.61,7.479,0.11,24,0
2023,1.0036,125.9371,33.83,4.5,80,1.448,1.08,7.34,6.026,0.139,17,0
2022,1.0159,124.2771,219.24,4.5,66,2.538,0.7,8.2,6.3,0.079,47,1
2020,1.0281,97.0007,10.0,4.5,160,0.636,1.35,6.8,1.9,0.111,24,0
2021,1.0368,126.3528,10.0,4.5,75,1.047,0.5,8.8,1.9,0.242,7,0
2021,1.0918,128.0997,10.0,4.5,93,0.798,0.65,4.8,1.9,0.116,23,0
2024,1.1056,127.1048,160.006,4.5,54,0.422,0.56,8.68,4.925,0.091,38,1
2023,1.1104,120.2937,646.537,4.5,46,0.488,0.68,6.99,6.116,0.051,110,2
2023,1.1801,128.2596,8.318,4.5,54,0.981,0.41,7.31,4.747,0.099,30,0
2021,1.1875,126.9034,78.02,4.5,94,0.62,0.75,7.2,6.2,0.098,31,1
2021,1.2381,126.3902,54.77,4.5,88,1.08,1.05,3.8,6.9,0.11,24,0
2024,1.2488,121.8009,40.216,4.5,93,1.028,0.9,6.62,8.424,0.106,26,0
2024,1.267,99.0434,117.197,4.5,50,1.422,0.57,6.37,6.405,0.076,50,1
2021,1.2807,127.9495,127.95,4.5,72,0.771,0.62,8.7,6.8,0.116,22,1
2023,1.2873,126.7287,47.89,4.5,100,0.818,1.23,7.66,8.831,0.144,14,0
2023,-3.5985,140.5826,50.632,4.5,48,1.083,0.58,9.91,2.723,0.091,37,0
2024,-3.5787,127.0338,10.0,4.5,117,3.013,0.47,9.03,1.94,0.144,16,0
2020,-3.559,131.3466,10.0,4.5,85,1.102,1.31,8.0,1.8,0.118,21,0
2022,-3.5551,131.4352,39.19,4.5,62,1.029,0.81,5.7,7.3,0.136,21,0
2022,-3.5339,131.0149,10.0,4.5,75,1.375,1.12,7.0,1.9,0.11,24,0
2021,-3.5293,140.1077,21.21,4.5,108,7.869,0.65,10.0,4.8,0.094,33,0
2022,-3.4993,130.9926,10.0,4.5,73,1.38,1.13,6.92,1.893,0.157,12,0
2020,-3.4918,131.2773,10.0,4.5,116,1.124,1.19,6.1,1.9,0.135,16,0
2023,-3.4915,131.1264,10.0,4.5,47,1.257,0.82,4.7,1.888,0.113,23,0
2023,-3.4719,139.7516,34.463,4.5,84,1.344,0.61,7.83,5.63,0.113,23,0
2023,-3.4567,131.0209,10.0,4.5,67,1.337,0.61,4.25,1.823,0.115,22,0
2023,-3.4497,127.3112,76.402,4.5,71,2.798,1.16,7.06,8.136,0.131,17,1
2024,-3.4353,101.6325,72.568,4.5,182,1.608,0.66,10.04,8.743,0.108,25,1
2021,-3.4199,101.4466,65.14,4.5,60,1.771,1.24,7.4,6.5,0.121,20,0
2023,-3.4127,126.6997,10.0,4.5,75,3.382,0.54,7.65,1.916,0.14,15,0
2024,-3.4035,126.9545,10.002,4.5,64,3.146,0.72,7.5,5.075,0.15,13,0
2024,-3.3966,128.298,91.39,4.5,41,1.954,0.87,7.28,5.526,0.088,39,1
2020,-3.3916,100.1174,10.0,4.5,101,2.991,0.98,8.4,1.8,0.096,32,0
2024,-3.353,139.1557,57.687,4.5,78,1.755,0.85,9.26,7.046,0.104,27,0
2024,-3.3476,131.1058,21.612,4.5,40,1.218,0.66,5.7,5.772,0.099,30,0
2020,-3.3404,100.9372,38.11,4.5,199,2.254,0.59,10.6,9.6,0.128,18,0
2020,-3.3243,100.182,10.0,4.5,159,2.952,0.94,5.1,1.9,0.135,16,0
2023,-3.3239,135.3431,11.45,4.5,54,3.116,0.48,8.92,4.149,0.105,27,0
2023,-3.3154,130.687,21.632,4.5,57,1.608,0.61,5.57,4.959,0.103,28,0
2022,-3.314,102.171,98.76,4.5,98,1.301,0.72,6.7,6.8,0.124,23,1
2022,-3.3085,135.8008,10.0,4.5,160,3.568,1.13,11.02,1.974,0.136,20,0
2022,-3.3015,127.4439,94.777,4.5,57,4.047,0.59,5.59,8.822,0.171,12,1
2024,-3.2937,101.7684,10.862,4.5,104,1.589,0.89,6.69,4.215,0.15,15,0
2021,-3.262,100.1679,10.0,4.5,182,2.988,0.84,5.6,1.9,0.102,28,0
2024,-3.2523,139.1898,10.0,4.5,76,1.68,0.46,9.21,1.865,0.085,41,0
2020,-3.2442,128.8654,10.0,4.5,39,3.364,0.59,6.4,1.9,0.085,41,0
2024,-3.2428,131.0326,10.0,4.5,103,1.256,0.34,8.3,1.887,0.131,17,0
2020,-3.2375,138.0075,60.22,4.5,49,2.787,0.8,8.6,8.9,0.115,22,0
2023,-3.2314,139.8157,30.273,4.5,54,1.138,0.71,6.68,4.137,0.097,31,0
2022,-3.2249,130.4429,17.699,4.5,53,1.829,0.55,6.75,4.269,0.102,28,0
2023,-3.2059,130.9006,31.693,4.5,75,1.376,0.74,6.82,2.106,0.127,18,0
2021,-3.184,135.9087,37.52,4.5,88,3.664,0.86,8.2,8.0,0.106,26,0
2024,-3.1666,130.8584,10.0,4.5,54,1.41,0.44,8.04,1.888,0.095,33,0
2021,-3.1656,138.5496,65.5,4.5,97,6.296,0.6,5.9,7.1,0.115,22,0
2022,-3.1302,129.7446,18.915,4.5,83,2.51,0.6,2.86,4.65,0.113,26,0
2023,-3.1255,128.952,21.057,4.5,108,1.682,0.51,7.13,5.78,0.121,22,0
2024,-3.0968,136.83,42.997,4.5,64,3.911,0.52,9.21,7.456,0.104,27,0
2021,-3.0671,139.1897,50.49,4.5,75,1.609,0.83,11.4,7.6,0.171,10,0
2020,-3.0628,130.4111,10.0,4.5,39,1.84,0.68,4.7,1.8,0.093,11,0
2024,-3.0257,130.0302,16.705,4.5,45,2.218,0.64,5.13,3.891,0.076,54,0
2024,-3.0248,127.7925,43.21,4.5,49,4.079,0.53,7.94,5.437,0.085,41,0
2024,-3.021,128.7256,19.026,4.5,68,1.899,0.83,6.49,5.105,0.124,19,0
2022,-3.0102,127.7636,49.136,4.5,63,3.778,0.88,7.79,8.93,0.157,13,0
2022,-3.0014,126.7213,10.0,4.5,94,3.803,0.79,8.6,1.9,0.113,23,0
2020,-2.9981,129.9482,10.0,4.5,100,2.299,0.57,6.1,1.8,0.15,13,0
2023,-2.9948,139.1775,42.145,4.5,56,1.597,0.73,7.51,7.246,0.1,32,0
2020,-2.9935,139.6258,35.0,4.5,93,1.177,0.8,4.3,2.0,0.135,16,0
2022,-2.9683,138.3862,37.475,4.5,127,6.129,0.97,9.28,8.511,0.156,13,0
2024,-2.9412,129.5088,10.0,4.5,56,1.619,0.4,6.22,1.866,0.099,30,0
2020,-2.94,139.1602,35.0,4.5,51,1.599,1.28,6.4,1.9,0.104,27,0
2024,-2.9386,127.9159,40.803,4.5,67,2.532,0.71,5.58,7.018,0.097,31,0
2021,-2.9323,129.6368,10.0,4.5,69,2.608,0.74,7.6,1.9,0.132,17,0
2021,-2.9285,129.6628,10.0,4.5,87,2.582,0.79,5.0,1.8,0.15,13,0
2024,-2.9216,139.6323,39.154,4.5,75,1.143,1.18,8.2,7.091,0.121,20,0
2021,-2.9159,129.4019,10.0,4.5,48,2.757,0.9,6.1,1.9,0.116,22,0
2022,-2.8954,130.0212,10.0,4.5,70,2.225,0.78,6.2,1.9,0.181,9,0
2024,-2.8912,137.4506,54.082,4.5,69,3.27,0.53,10.12,1.255,0.113,23,0
2020,-2.8715,139.4311,110.51,4.5,57,7.173,0.87,10.4,6.1,0.11,24,1
2022,-2.8591,129.4655,10.0,4.5,63,2.78,0.99,6.1,1.9,0.104,27,0
2021,-2.8556,128.1125,10.0,4.5,67,3.679,0.77,4.2,1.9,0.118,21,0
2020,-2.85,130.0348,10.0,4.5,60,2.212,0.82,7.2,1.9,0.135,16,0
2022,-2.8496,130.1134,10.0,4.5,69,2.133,0.44,6.3,1.6,0.243,5,0
2021,-2.8314,129.9486,10.0,4.5,104,2.299,0.84,7.5,1.4,0.132,19,0
2022,-3.5724,134.0011,10.0,4.4,100,1.866,0.66,9.64,1.711,0.17,10,0
2022,-3.5627,128.5399,59.774,4.4,68,3.758,0.6,11.53,10.448,0.239,5,0
2023,-3.5598,128.9459,10.0,4.4,145,1.352,1.01,7.98,1.924,0.203,7,0
2023,-3.5559,139.8784,77.697,4.4,127,1.322,0.76,10.46,5.477,0.143,14,1
2020,-3.5381,131.1392,10.0,4.4,82,1.267,0.67,3.8,1.9,0.11,24,0
2023,-3.5325,131.231,10.0,4.4,80,1.185,0.64,5.33,1.871,0.127,18,0
2022,-3.5198,127.3559,10.0,4.4,62,4.263,0.52,7.96,1.907,0.155,13,0
2024,-3.5089,139.6907,64.721,4.4,95,1.413,0.44,5.38,7.45,0.098,30,0
2021,-3.5054,134.159,10.0,4.4,50,1.994,1.03,4.8,1.9,0.114,22,0
2020,-3.4849,100.5106,10.0,4.4,203,2.589,0.91,13.0,2.0,0.162,11,0
2024,-3.4828,131.2709,10.0,4.4,112,1.126,0.7,5.24,1.43,0.143,14,0
2020,-3.4769,130.9605,10.0,4.4,88,1.4,0.88,3.8,1.9,0.098,30,0
2023,-3.4734,101.5887,56.319,4.4,130,1.624,0.53,12.33,8.104,0.134,16,0
2023,-3.4657,131.288,10.0,4.4,112,1.102,0.38,4.17,1.924,0.203,7,0
2020,-3.4578,100.2685,10.0,4.4,156,2.826,0.5,6.4,1.9,0.155,12,0
2020,-3.4484,135.5525,34.67,4.4,114,3.34,0.45,8.4,6.2,0.154,12,0
2020,-3.4481,131.0713,10.0,4.4,89,1.287,0.63,3.9,1.9,0.098,30,0
2021,-3.4377,129.8062,10.0,4.4,54,2.492,1.12,6.2,1.9,0.123,19,0
2020,-3.4301,135.582,30.94,4.4,59,3.366,0.84,7.1,5.5,0.118,21,0
2024,-3.4268,131.0301,34.163,4.4,64,1.317,0.76,5.63,5.66,0.102,28,0
2023,-3.4212,140.3427,33.21,4.4,107,0.97,0.44,6.47,7.21,0.169,10,0
2021,-3.3995,100.0224,10.0,4.4,152,3.078,0.64,12.7,1.9,0.178,9,0
2021,-3.3957,140.1001,85.54,4.4,131,7.853,1.05,11.6,7.5,0.126,18,1
2024,-3.3931,123.4268,10.0,4.4,144,4.003,0.56,8.63,1.776,0.179,10,0
2022,-3.3876,127.3353,79.769,4.4,71,4.132,1.2,7.29,5.008,0.139,15,1
2024,-3.3737,101.9303,110.347,4.4,182,1.417,0.51,11.55,9.312,0.179,9,1
2023,-3.3623,131.0232,47.565,4.4,76,1.301,0.9,5.72,8.799,0.115,22,0
2022,-3.3182,102.9661,190.378,4.4,123,1.035,0.52,7.67,4.3,0.075,52,1
2024,-3.3156,135.7961,10.668,4.4,98,3.564,0.52,8.57,4.574,0.134,16,0
2021,-3.3037,135.235,32.95,4.4,65,3.006,0.36,7.9,6.0,0.162,14,0
2024,-3.2977,101.5268,68.868,4.4,182,1.774,0.46,7.96,9.082,0.178,9,0
2024,-3.265,130.9989,10.0,4.4,80,1.295,1.33,6.75,1.888,0.107,25,0
2021,-3.237,100.2546,10.0,4.4,185,2.917,0.62,9.2,2.0,0.203,7,0
2020,-3.2148,123.1043,10.0,4.4,45,2.183,0.49,6.5,1.9,0.097,31,0
2024,-3.2106,139.7529,46.637,4.4,76,1.174,0.76,8.24,8.627,0.135,16,0
2022,-3.2052,137.9399,48.48,4.4,75,2.845,0.39,5.3,9.2,0.13,17,0
2023,-3.1887,130.7702,10.0,4.4,65,1.501,0.97,6.07,1.857,0.149,13,0
2023,-3.1775,139.8769,52.771,4.4,103,1.056,0.96,8.02,6.719,0.112,23,0
2024,-3.1751,139.9193,46.336,4.4,49,1.021,0.87,8.17,7.798,0.114,22,0
2023,-3.168,128.3385,29.517,4.4,69,2.062,0.61,7.67,6.109,0.143,14,0
2020,-3.1671,139.9462,35.0,4.4,129,11.185,1.15,11.9,2.0,0.162,11,0
2021,-3.1667,139.7643,53.24,4.4,74,7.508,0.67,10.2,7.9,0.162,11,0
2024,-3.1246,130.6695,10.0,4.4,96,1.584,1.06,7.1,1.922,0.155,12,0
2023,-3.1121,136.5121,44.217,4.4,69,4.229,0.59,4.44,8.464,0.12,20,0
2022,-3.0941,100.9204,45.435,4.4,191,2.389,0.29,3.97,10.023,0.134,17,0
2021,-3.0881,137.5559,59.2,4.4,172,5.302,0.79,8.4,12.0,0.155,12,0
2024,-3.0795,127.6916,35.0,4.4,75,2.632,0.88,8.64,1.967,0.155,12,0
2020,-3.0464,127.9933,35.0,4.4,68,3.921,0.81,5.2,2.0,0.155,12,0
2020,-3.0271,130.5816,10.0,4.4,68,1.668,0.78,7.4,1.9,0.134,16,0
2021,-3.0258,130.0274,10.0,4.4,66,2.221,0.97,4.4,1.9,0.143,16,0
2021,-3.0174,118.9466,10.0,4.4,128,2.139,0.46,4.3,1.9,0.135,16,0
2024,-3.0061,130.345,10.0,4.4,63,1.903,1.24,4.75,1.859,0.13,18,0
2022,-2.9963,137.9138,46.206,4.4,102,5.658,0.47,9.82,7.319,0.108,26,0
2020,-2.9832,130.4065,31.97,4.4,62,1.841,0.52,9.9,6.5,0.149,13,0
2020,-2.9779,136.5153,48.14,4.4,60,4.261,0.56,7.3,7.3,0.101,28,0
2024,-2.9778,139.5379,64.785,4.4,86,1.251,0.54,9.76,7.122,0.095,32,0
2022,-2.9769,130.077,10.0,4.4,141,2.169,0.77,11.7,1.9,0.241,6,0
2023,-2.9754,139.1859,45.106,4.4,105,1.583,0.61,10.62,9.019,0.162,11,0
2020,-2.9461,126.8331,35.0,4.4,39,3.731,1.01,4.0,2.0,0.091,35,0
2020,-2.9402,128.432,10.0,4.4,70,3.5,0.69,8.0,1.8,0.178,9,0
2022,-2.9322,126.9534,12.81,4.4,84,3.702,0.29,6.8,6.5,0.12,23,0
2021,-2.9315,122.2714,10.0,4.4,55,1.942,0.84,4.1,1.9,0.179,9,0
2020,-2.931,129.883,10.0,4.4,56,2.362,0.8,6.2,1.9,0.11,24,0
2020,-2.9233,129.9514,10.0,4.4,70,2.294,0.74,4.8,1.9,0.126,18,0
2024,-2.9156,130.2422,10.0,4.4,57,2.004,0.75,6.13,1.857,0.1,29,0
2023,-2.9042,139.7327,35.0,4.4,51,7.474,0.59,9.78,1.886,0.085,40,0
2023,-2.9003,129.6465,10.0,4.4,90,1.632,1.07,4.29,1.889,0.139,15,0
2021,-2.8858,129.5229,10.0,4.4,102,2.722,0.64,6.1,1.7,0.268,6,0
2021,-2.8758,129.7751,10.0,4.4,69,2.471,1.12,7.2,1.8,0.161,11,0
2023,-2.8745,129.8751,10.0,4.4,100,1.637,0.4,6.93,1.89,0.123,19,0
2020,-2.868,102.1689,121.35,4.4,75,1.677,0.81,10.1,7.4,0.134,16,1
2024,-2.8658,137.9287,48.05,4.4,68,2.793,0.54,4.61,7.871,0.107,25,0
2021,-2.8525,139.3642,65.62,4.4,78,1.38,0.8,6.6,7.7,0.11,24,0
2021,-2.8486,139.8193,35.0,4.4,163,7.561,0.99,10.5,1.9,0.155,12,0
2021,-2.8472,139.2467,67.0,4.4,47,1.493,0.58,8.1,3.6,0.096,33,0
2023,-2.8439,129.9235,23.872,4.4,64,1.667,1.11,5.32,5.344,0.112,24,0
2022,-2.8384,129.6458,10.0,4.4,60,2.601,1.03,4.8,1.9,0.1,35,0
2021,-2.8314,128.9202,10.0,4.4,94,3.049,1.25,3.9,1.9,0.202,8,0
2023,-0.1724,125.208,61.133,4.4,49,2.354,0.94,7.56,1.966,0.127,18,0
2022,-0.1684,124.2155,126.928,4.4,53,1.684,0.43,5.8,9.32,0.203,7,1
2024,-0.1366,124.5163,9.798,4.4,47,1.962,0.41,7.35,5.037,0.155,12,0
2020,-0.12,125.0153,60.44,4.4,52,2.423,1.16,8.3,10.1,0.123,19,0
2022,-0.1105,129.842,10.0,4.4,70,1.611,0.94,5.51,1.83,0.17,10,0
2023,-0.1037,125.1585,53.615,4.4,92,2.373,0.64,6.61,9.677,0.155,12,0
2024,-0.1001,121.9266,265.184,4.4,106,1.261,0.72,9.34,7.038,0.126,18,1
2022,-0.0979,132.683,10.0,4.4,116,2.835,0.77,14.9,1.9,0.179,9,0
2023,-0.0848,124.053,100.909,4.4,77,1.595,0.86,8.59,2.607,0.135,16,1
2022,-0.0814,124.7147,74.82,4.4,48,2.164,0.52,8.0,6.7,0.109,28,1
2022,-0.0765,122.9215,124.95,4.4,34,0.97,0.7,6.8,6.6,0.103,27,1
2021,-0.0763,96.748,10.0,4.4,187,1.601,0.94,11.4,1.9,0.178,11,0
2024,-0.0696,126.6295,59.37,4.4,58,1.114,0.64,6.86,8.274,0.1,29,0
2021,-0.0667,122.8623,152.74,4.4,51,0.972,0.54,8.0,7.0,0.098,30,1
2023,-0.0559,98.4494,61.761,4.4,193,1.609,0.7,4.77,8.545,0.19,8,0
2022,-0.0537,124.231,85.969,4.4,78,1.759,0.51,4.96,8.676,0.148,13,1
2020,-0.0424,123.0684,102.21,4.4,77,1.036,0.87,9.4,4.4,0.105,26,1
2021,-0.0394,124.2631,91.73,4.4,131,1.793,0.76,11.6,10.4,0.219,8,1
2024,-0.0357,123.4672,98.691,4.4,49,1.217,0.94,7.28,3.601,0.112,23,1
2022,-0.031,123.3054,146.362,4.4,78,1.137,0.41,7.7,9.471,0.144,14,1
2024,-0.025,123.3351,138.748,4.4,49,1.156,0.69,4.97,7.075,0.085,41,1
2024,-0.0111,123.8288,106.297,4.4,50,3.244,0.67,7.43,7.956,0.123,19,1
2020,-0.004,123.3979,113.18,4.4,56,1.206,0.9,8.3,7.0,0.13,17,1
2020,0.0114,123.2676,142.56,4.4,60,1.157,0.68,7.9,7.6,0.13,17,1
2022,0.013,123.4221,139.98,4.4,66,1.233,0.43,7.0,7.1,0.071,57,1
2021,0.0199,123.4018,136.11,4.4,45,1.228,1.06,4.9,6.7,0.109,24,1
2022,0.0275,123.4451,122.533,4.4,75,2.873,0.78,4.94,8.244,0.112,23,1
2022,0.0342,96.582,10.0,4.4,204,1.605,0.55,7.49,1.822,0.148,13,0
2021,0.038,126.6829,49.61,4.4,75,0.999,0.55,6.9,8.4,0.17,11,0
2022,0.0469,123.5115,128.58,4.4,45,1.31,0.54,7.5,8.5,0.081,44,1
2022,0.0505,123.2042,115.05,4.4,92,1.168,0.8,8.5,10.4,0.17,10,1
2021,0.0551,96.6025,10.0,4.4,140,1.576,0.51,5.3,1.9,0.155,12,0
2022,0.0695,123.4987,128.74,4.4,88,1.321,0.92,9.7,6.8,0.085,42,1
2022,0.0789,123.5904,138.28,4.4,54,1.381,0.45,5.4,6.5,0.114,22,1
2020,0.0844,123.426,143.69,4.4,39,1.296,0.99,7.6,5.9,0.081,44,1
2021,0.0845,96.6505,10.0,4.4,125,1.524,0.58,5.7,1.9,0.12,26,0
2024,0.0854,122.9882,176.316,4.4,69,2.43,0.67,11.49,8.2,0.109,24,1
2023,0.0896,123.5166,145.458,4.4,73,2.917,0.73,8.8,7.44,0.117,21,1
2021,0.0993,96.6118,10.0,4.4,133,1.536,0.8,7.8,1.9,0.123,19,0
2024,0.1053,125.8731,35.0,4.4,81,1.634,0.82,5.35,1.915,0.123,19,0
2021,0.1078,96.6349,17.69,4.4,133,1.515,0.59,5.7,5.6,0.117,21,0
2024,0.1106,96.7685,10.0,4.4,191,1.434,0.86,4.1,1.927,0.19,8,0
2021,0.1274,96.733,10.0,4.4,99,1.44,0.87,5.7,1.8,0.085,49,0
2021,0.1421,96.5942,10.0,4.4,62,1.514,0.91,7.7,1.9,0.12,20,0
2022,0.1466,123.7476,119.73,4.4,66,1.531,1.01,8.6,7.4,0.138,18,1
2022,0.1555,96.5882,10.0,4.4,85,1.508,0.76,8.3,1.9,0.084,41,0
2021,0.1651,121.7127,219.11,4.4,122,1.322,0.81,10.4,8.9,0.149,13,1
2020,0.1716,130.5737,10.0,4.4,141,1.244,1.31,10.9,1.9,0.179,9,0
2021,0.1721,96.6415,10.0,4.4,126,1.461,0.93,8.6,1.9,0.103,27,0
2020,0.1937,121.0113,158.47,4.4,77,0.939,1.16,6.3,7.2,0.107,25,1
2020,0.2111,97.4432,10.0,4.4,124,1.093,0.59,8.3,1.7,0.149,13,0
2021,0.2123,122.4259,150.94,4.4,73,1.292,0.63,4.6,8.1,0.123,22,1
2022,0.2137,122.1097,184.82,4.4,57,1.411,1.19,5.9,7.3,0.123,24,1
2021,0.214,100.0959,31.56,4.4,145,0.95,0.78,5.4,7.3,0.144,14,0
2023,0.218,96.7089,10.0,4.4,181,1.384,0.42,5.51,1.913,0.144,14,0
2024,0.2182,122.1013,179.824,4.4,51,1.42,0.56,7.88,6.719,0.066,69,1
2021,0.2183,96.5849,10.0,4.4,179,1.464,0.44,7.6,1.8,0.24,6,0
2020,0.2202,97.8965,35.0,4.4,94,1.123,0.55,8.2,2.0,0.126,18,0
2021,0.225,98.5567,43.49,4.4,139,1.452,0.75,8.5,8.8,0.095,35,0
2021,0.2312,96.8453,10.0,4.4,133,1.291,0.81,4.8,1.7,0.144,14,0
2020,0.234,126.1185,49.57,4.4,66,1.357,0.89,7.4,8.1,0.134,16,0
2023,0.2367,126.3366,47.789,4.4,66,1.159,0.51,6.72,8.618,0.17,10,0
2021,0.2382,123.7578,119.93,4.4,87,1.609,0.55,9.6,4.5,0.144,14,1
2022,0.2393,121.7627,208.441,4.4,57,1.309,0.71,7.67,6.678,0.086,39,1
2021,0.2525,96.7972,10.0,4.4,206,1.302,1.07,10.1,2.0,0.161,11,0
2021,0.2665,122.1637,182.92,4.4,56,1.434,1.18,6.9,5.1,0.077,49,1
2021,0.2839,121.9049,120.99,4.4,120,1.391,0.57,5.6,8.6,0.112,23,1
2022,0.2853,121.5662,157.99,4.4,110,1.135,0.84,8.5,5.6,0.082,43,1
2021,0.2892,126.2696,3.67,4.4,67,1.197,0.47,7.7,5.4,0.139,17,0
2021,0.2908,96.6509,10.0,4.4,133,1.366,0.68,4.5,1.9,0.099,31,0
2024,0.2928,122.0325,195.369,4.4,61,1.492,0.73,5.78,7.276,0.148,13,1
2023,0.2929,97.6456,10.0,4.4,183,2.705,0.18,13.25,1.764,0.219,6,0
2021,0.293,96.6469,10.0,4.4,130,1.367,0.62,9.8,1.9,0.098,30,0
2021,0.2994,126.3239,31.45,4.4,78,1.143,0.6,7.2,7.1,0.17,10,0
2021,0.3027,126.3817,33.74,4.4,54,1.089,0.82,7.0,5.4,0.127,18,0
2021,0.3085,120.1175,45.86,4.4,79,1.037,0.62,6.3,8.4,0.134,16,0
2020,0.3092,99.9107,35.92,4.4,124,1.129,0.43,7.1,8.3,0.105,26,0
2021,0.3144,96.6779,10.0,4.4,144,1.331,1.04,9.2,1.8,0.101,28,0
2021,0.3215,126.3769,10.0,4.4,65,1.086,0.81,6.6,1.8,0.104,27,0
2021,0.3228,96.789,10.0,4.4,108,1.252,0.71,9.4,1.9,0.112,23,0
2023,0.3278,122.217,177.652,4.4,117,1.469,0.79,9.3,5.417,0.115,22,1
2023,0.3411,126.2662,39.113,4.4,70,1.181,0.6,9.31,8.136,0.112,23,0
2020,0.3444,126.299,36.09,4.4,53,1.149,0.73,6.0,8.9,0.154,14,0
2021,0.3529,126.1181,55.89,4.4,43,1.316,0.65,5.0,8.5,0.123,19,0
2023,-4.7599,133.7776,10.0,4.4,117,2.381,0.41,9.84,1.921,0.155,12,0
2020,-4.7595,102.8238,58.24,4.4,132,0.417,0.47,7.2,6.0,0.12,20,0
2022,-4.7552,139.6039,10.0,4.4,92,2.482,0.66,4.9,1.9,0.135,20,0
2020,-4.7494,103.2838,67.47,4.4,181,0.506,0.52,8.3,4.8,0.112,23,0
2023,-4.7465,126.3175,435.097,4.4,72,5.376,0.31,5.88,10.993,0.203,7,2
2022,-4.7184,100.7883,10.0,4.4,118,2.19,0.45,7.26,1.658,0.134,16,0
2021,-4.7055,127.5194,10.0,4.4,87,5.041,1.1,8.5,1.9,0.169,10,0
2023,-4.7038,134.2547,10.0,4.4,103,2.674,0.63,9.81,1.902,0.189,10,0
2020,-4.6958,125.3917,462.75,4.4,61,4.474,0.44,10.7,8.4,0.155,12,2
2024,-4.6907,101.7678,38.895,4.4,155,1.229,0.68,9.74,6.42,0.123,19,0
2021,-4.6781,134.4137,10.0,4.4,96,2.778,1.09,10.5,1.9,0.139,16,0
2022,-4.663,101.7353,26.27,4.4,61,1.253,0.66,8.1,5.9,0.107,25,0
2021,-4.6462,126.5623,420.17,4.4,78,5.441,0.9,10.6,16.4,0.24,5,2
2021,-4.6314,133.2088,10.0,4.4,205,1.952,0.85,14.3,2.0,0.268,4,0
2022,-4.6085,128.7093,258.257,4.4,76,3.91,0.33,5.88,7.596,0.093,33,1
2024,-4.5917,102.6794,63.366,4.4,180,0.359,0.4,8.21,5.141,0.139,15,0
2024,-4.5801,137.5462,10.0,4.4,69,3.76,1.05,6.78,1.9,0.154,12,0
2020,-4.5793,139.1273,52.24,4.4,50,7.059,0.5,9.3,7.8,0.089,37,0
2024,-4.576,129.3802,191.961,4.4,56,0.525,0.72,9.47,4.455,0.111,24,1
2022,-4.5709,125.2052,462.205,4.4,36,4.266,0.51,6.29,6.357,0.079,46,2
2022,-4.5697,103.1582,95.712,4.4,180,0.29,0.44,8.65,5.496,0.117,21,1
2021,-4.5538,125.6741,464.82,4.4,71,5.352,0.53,9.8,8.7,0.12,20,2
2023,-4.5475,129.8995,144.52,4.4,117,0.025,0.63,13.02,2.836,0.139,17,1
2020,-4.5148,102.3931,35.0,4.4,189,0.581,0.73,7.6,2.0,0.179,9,0
2021,-4.506,101.7368,39.27,4.4,189,1.223,0.55,10.2,8.7,0.17,12,0
2021,-4.5055,100.75,14.08,4.4,178,2.203,0.91,11.6,5.8,0.218,7,0
2022,-4.4891,102.732,61.08,4.4,96,0.257,0.69,8.7,4.5,0.112,23,0
2021,-4.4838,137.8854,58.94,4.4,93,5.835,0.51,10.9,8.2,0.13,19,0
2021,-4.476,134.858,119.31,4.4,82,3.028,0.21,11.9,3.6,0.189,8,1
2023,-4.4642,132.8347,10.0,4.4,161,1.642,0.62,4.95,1.931,0.178,9,0
2022,-4.4498,102.805,65.93,4.4,181,0.174,0.79,12.4,5.3,0.155,12,0
2023,-4.4272,125.6957,440.388,4.4,63,4.197,0.39,10.47,7.706,0.076,49,2
2020,-4.4188,129.2401,38.57,4.4,71,3.351,0.78,7.0,7.2,0.084,45,0
2023,-4.4084,140.2382,85.458,4.4,67,1.938,0.82,7.95,7.568,0.13,19,1
2021,-4.3912,134.0102,10.0,4.4,92,2.286,0.67,8.4,1.9,0.144,14,0
2024,-4.3632,128.6503,187.746,4.4,47,1.26,0.45,7.74,7.672,0.117,21,1
2024,-4.3516,134.9017,10.0,4.4,72,3.005,0.96,4.5,1.906,0.126,18,0
2020,-4.3373,100.958,13.87,4.4,105,1.992,0.9,7.9,3.5,0.144,14,0
2022,-4.333,130.2802,50.61,4.4,88,2.415,0.59,10.8,11.8,0.143,15,0
2021,-4.3158,134.4722,10.0,4.4,65,2.616,1.19,6.5,1.7,0.148,13,0
2023,-4.3042,136.9362,7.492,4.4,52,4.159,0.87,8.05,2.38,0.138,15,0
2021,-4.2804,102.1768,60.92,4.4,110,0.78,0.83,7.7,6.8,0.098,33,0
2023,-4.2769,123.8656,11.014,4.4,73,4.165,0.47,7.98,2.822,0.17,10,0
