year,latitude,longitude,depth,mag,gap,dmin,rms,horizontalError,depthError,magError,magNst,depth_class
2024,-4.2704,136.7246,10.0,4.4,83,4.337,0.56,5.92,1.93,0.179,9,0
2020,-4.253,101.8177,42.01,4.4,185,1.139,0.82,6.8,7.4,0.12,20,0
2024,-4.2272,103.612,81.713,4.4,129,0.668,0.34,12.99,9.649,0.19,10,1
2024,-4.2059,103.7393,10.0,4.4,84,0.796,1.09,5.88,1.864,0.123,19,0
2022,-4.1765,102.073,58.144,4.4,70,0.899,0.65,8.07,6.503,0.1,29,0
2023,-4.1659,133.9824,11.794,4.4,56,2.128,0.82,6.61,3.487,0.112,23,0
2024,-4.1644,134.4366,10.0,4.4,87,4.533,0.57,7.68,1.914,0.149,13,0
2022,-4.1603,127.511,250.21,4.4,59,4.887,0.57,9.27,8.752,0.096,31,1
2024,-4.15,129.0769,143.141,4.4,47,0.904,0.73,8.58,6.475,0.12,22,1
2021,-4.136,102.4892,79.19,4.4,122,0.515,0.68,8.1,3.5,0.117,22,1
2021,-4.1082,133.0321,10.0,4.4,73,1.416,0.9,4.2,1.9,0.139,16,0
2021,-4.1043,129.1238,132.49,4.4,66,3.334,0.67,8.8,8.3,0.104,27,1
2020,-4.0981,120.0429,10.0,4.4,97,0.955,0.63,5.9,1.9,0.161,11,0
2023,-4.0908,134.0406,10.0,4.4,45,2.134,0.72,7.41,1.857,0.105,26,0
2023,-4.0781,133.9653,10.0,4.4,66,2.064,0.32,6.51,1.432,0.134,18,0
2021,-4.0272,133.2837,10.0,4.4,79,1.509,0.84,8.9,1.9,0.107,25,0
2022,-4.0071,127.8644,181.21,4.4,105,4.508,0.26,9.91,7.53,0.162,11,1
2023,-3.9748,133.4017,10.0,4.4,64,1.557,0.76,5.36,1.869,0.105,26,0
2021,-3.9665,127.6513,167.15,4.4,47,4.705,0.56,7.5,7.5,0.091,42,1
2023,-3.9456,133.3035,10.0,4.4,116,1.466,0.92,6.88,1.803,0.138,15,0
2022,-3.9274,135.4066,10.0,4.4,123,3.307,0.71,11.1,1.9,0.161,11,0
2022,-3.9032,130.1395,52.657,4.4,71,2.321,0.49,7.7,1.426,0.13,17,0
2022,-3.8869,128.7717,124.94,4.4,92,3.601,0.94,8.7,8.6,0.099,29,1
2021,-3.88,139.909,56.48,4.4,57,7.667,0.44,9.1,4.5,0.149,13,0
2022,-3.8738,128.6087,89.49,4.4,89,3.756,0.5,9.54,20.505,0.19,11,1
2023,-3.8582,133.8265,10.0,4.4,71,1.83,0.54,5.17,1.903,0.143,14,0
2021,-3.8575,129.1967,50.87,4.4,66,3.186,0.94,7.3,8.7,0.17,10,0
2021,-3.8527,129.0833,111.64,4.4,79,3.293,0.75,5.4,10.7,0.134,16,1
2020,-3.833,101.6833,38.67,4.4,208,1.373,0.26,8.6,11.1,0.24,5,0
2024,-3.8239,128.6282,161.526,4.4,84,1.45,0.38,6.37,9.398,0.22,7,1
2022,-3.8045,127.5803,10.0,4.4,84,4.697,0.23,7.2,1.7,0.143,16,0
2020,-3.7853,139.4368,46.56,4.4,123,7.227,0.66,10.8,8.7,0.12,20,0
2022,-3.7801,126.8652,55.32,4.4,75,4.549,0.86,3.9,10.3,0.156,12,0
2021,-3.7784,140.5658,48.92,4.4,70,7.006,1.06,10.2,9.7,0.13,17,0
2023,-3.7738,138.3971,11.259,4.4,98,6.196,0.97,9.05,3.888,0.123,19,0
2024,-3.7694,126.8748,10.225,4.4,114,3.113,0.5,10.58,4.987,0.13,17,0
2020,-3.7431,135.9637,10.0,4.4,68,3.797,0.99,5.9,1.8,0.106,26,0
2020,-3.7256,101.7398,46.75,4.4,181,1.367,0.59,15.0,10.3,0.202,7,0
2023,-3.72,99.4865,10.0,4.4,70,3.519,0.83,9.46,1.825,0.092,34,0
2020,-3.7041,128.4246,10.0,4.4,62,3.896,1.25,7.2,1.9,0.13,18,0
2024,-3.695,131.5011,17.78,4.4,58,1.073,1.06,6.13,4.983,0.12,20,0
2021,-3.6878,140.1071,68.44,4.4,112,1.309,0.63,11.9,15.5,0.179,9,0
2022,-3.6751,139.6269,59.6,4.4,60,7.404,0.47,8.89,8.356,0.107,27,0
2023,-3.6588,119.9148,10.0,4.4,101,1.356,0.45,7.09,1.887,0.178,9,0
2022,-3.6492,131.4732,10.0,4.4,56,1.061,0.73,7.13,1.762,0.149,14,0
2021,-3.6405,99.6596,10.0,4.4,87,3.365,0.67,5.9,1.9,0.143,14,0
2024,-3.6385,131.1235,10.0,4.4,96,1.331,0.7,7.75,1.894,0.123,23,0
2021,-3.6323,123.3591,10.0,4.4,74,2.639,1.11,6.9,1.8,0.19,8,0
2024,-3.6244,128.4471,8.861,4.4,114,1.705,0.28,14.88,8.363,0.162,11,0
2023,-1.6197,120.3439,10.0,4.4,122,2.494,0.69,7.63,1.908,0.149,13,0
2023,-1.615,126.1479,10.0,4.4,54,2.666,0.39,5.69,1.879,0.154,12,0
2024,-1.6039,123.3702,10.0,4.4,53,0.818,0.77,5.86,1.903,0.149,13,0
2023,-1.5833,120.4247,37.179,4.4,67,2.407,0.64,5.12,7.872,0.149,13,0
2024,-1.5832,120.8771,10.0,4.4,96,2.678,0.8,6.75,1.406,0.123,19,0
2020,-1.565,136.3932,32.22,4.4,61,4.354,0.84,9.7,6.0,0.097,31,0
2023,-1.5366,126.4873,10.0,4.4,82,2.456,0.31,7.57,0.992,0.11,25,0
2021,-1.5103,115.8128,10.0,4.4,60,1.162,0.7,3.6,1.9,0.148,13,0
2020,-1.4961,99.2547,38.48,4.4,149,2.542,0.48,9.4,7.7,0.169,10,0
2023,-1.4794,98.9512,10.0,4.4,140,3.088,0.55,7.18,1.921,0.143,14,0
2021,-1.4605,120.1564,10.0,4.4,63,2.629,0.89,6.7,1.9,0.178,9,0
2021,-1.3966,100.254,62.34,4.4,177,3.79,0.3,13.9,10.4,0.239,5,0
2022,-1.3018,98.596,10.0,4.4,139,2.782,0.85,6.21,1.872,0.189,9,0
2022,-1.2405,98.466,10.0,4.4,188,2.68,0.82,6.88,1.875,0.189,10,0
2024,-1.2367,120.444,10.0,4.4,81,2.356,1.08,7.19,0.968,0.17,10,0
2022,-1.22,98.4507,16.453,4.4,148,2.655,0.28,9.31,2.575,0.13,17,0
2022,-1.2152,98.3192,14.13,4.4,152,2.61,0.7,7.73,4.602,0.189,8,0
2024,-1.2095,127.1576,10.0,4.4,91,1.979,0.41,6.97,1.485,0.149,13,0
2023,-1.2089,127.7938,10.0,4.4,85,2.013,0.52,4.33,1.895,0.115,22,0
2023,-1.1965,136.8122,23.324,4.4,81,4.103,0.73,6.29,5.805,0.138,15,0
2024,-1.1817,127.4832,10.0,4.4,89,1.944,0.26,6.58,1.896,0.12,20,0
2022,-1.1601,98.5598,19.114,4.4,151,2.638,0.39,7.65,5.071,0.143,14,0
2022,-1.1594,121.0128,10.0,4.4,73,1.762,1.18,4.0,1.9,0.219,10,0
2024,-1.1545,121.4846,10.0,4.4,167,1.292,0.59,8.16,1.452,0.144,14,0
2024,-1.1314,137.9583,10.0,4.4,90,3.068,0.77,5.94,1.906,0.179,9,0
2021,-1.1021,98.9055,10.0,4.4,210,2.562,0.49,8.9,2.0,0.239,5,0
2022,-1.0759,98.619,19.55,4.4,148,2.584,0.42,8.56,3.043,0.169,10,0
2022,-1.0528,138.5885,10.0,4.4,93,2.565,0.78,7.64,1.906,0.155,15,0
2024,-1.0524,127.2769,10.0,4.4,82,1.814,0.72,6.43,1.819,0.154,15,0
2020,-1.0158,134.4699,35.0,4.4,50,2.915,0.66,7.4,1.9,0.096,31,0
2023,-1.0108,134.5828,23.181,4.4,121,3.006,0.91,7.42,6.719,0.143,14,0
2024,-0.9913,98.3412,10.0,4.4,104,2.405,0.45,10.2,1.88,0.148,13,0
2021,-0.9611,120.0897,10.0,4.4,136,2.171,0.8,5.0,1.9,0.169,10,0
2021,-0.9403,97.4199,10.0,4.4,210,2.234,1.08,14.5,1.8,0.378,3,0
2022,-0.8686,98.3536,10.0,4.4,149,2.293,1.08,9.2,1.9,0.114,22,0
2023,-0.857,133.5224,35.276,4.4,120,2.412,0.42,11.03,8.081,0.12,20,0
2021,-0.8456,131.2138,35.0,4.4,137,0.057,0.56,11.8,2.0,0.22,6,0
2022,-0.8376,133.5623,31.46,4.4,151,2.449,0.4,11.0,6.3,0.131,17,0
2020,-0.8065,120.4528,48.12,4.4,64,1.933,1.17,5.9,8.6,0.096,34,0
2021,-0.8013,121.985,10.0,4.4,99,0.822,0.37,5.9,1.7,0.219,6,0
2022,-0.7996,121.8642,10.008,4.4,114,0.939,0.56,5.93,5.039,0.155,13,0
2023,-0.7877,98.4891,20.522,4.4,114,2.27,0.65,9.38,3.116,0.155,12,0
2023,-0.7467,98.8529,35.0,4.4,196,2.404,0.57,6.7,1.961,0.203,7,0
2020,-0.7346,128.0574,23.26,4.4,72,1.648,0.63,5.5,2.5,0.117,21,0
2022,-0.7326,133.8313,35.0,4.4,104,2.568,0.41,10.1,2.0,0.162,11,0
2020,-0.7322,127.748,19.06,4.4,102,1.541,1.15,7.1,2.6,0.115,22,0
2024,-0.7254,121.9797,10.0,4.4,58,2.182,0.33,8.44,1.937,0.154,12,0
2023,-0.7038,133.4026,28.15,4.4,72,2.484,0.47,8.06,5.491,0.11,24,0
2021,-0.6509,123.7893,47.15,4.4,80,1.089,0.73,7.3,8.5,0.13,17,0
2024,-0.6371,135.9108,20.473,4.4,85,4.305,0.49,9.29,5.884,0.156,12,0
2024,-0.62,132.8864,48.886,4.4,110,1.639,0.67,7.49,5.87,0.098,30,0
2024,-0.6126,122.341,10.0,4.4,68,0.606,1.04,5.14,1.903,0.149,16,0
2021,-0.581,121.8442,10.0,4.4,106,1.034,0.48,6.7,1.8,0.19,8,0
2024,-0.5386,127.8584,8.969,4.4,139,1.391,0.56,7.42,6.917,0.22,6,0
2023,-0.5248,97.9255,10.0,4.4,180,1.85,0.76,9.27,1.906,0.13,17,0
2022,-0.519,132.8047,10.0,4.4,69,2.448,0.56,6.0,1.9,0.105,26,0
2021,-0.5173,122.0639,10.0,4.4,105,0.878,0.76,4.6,1.8,0.149,14,0
2020,-0.4717,98.7326,38.34,4.4,147,2.109,0.89,8.2,5.0,0.105,30,0
2021,-0.4035,124.3942,77.36,4.4,56,1.741,1.3,5.1,9.1,0.101,28,1
2024,-0.3768,124.6867,49.467,4.4,64,2.026,0.61,7.43,8.328,0.169,12,0
2024,-0.336,125.6297,50.786,4.4,76,2.056,0.72,4.4,8.172,0.098,30,0
2021,-0.3216,100.0989,131.66,4.4,158,1.139,0.48,8.8,7.6,0.123,19,1
2024,-0.3168,130.4025,10.0,4.4,92,1.023,0.69,8.52,1.888,0.162,13,0
2024,-0.2912,125.9938,53.91,4.4,60,1.732,0.92,7.07,8.983,0.108,25,0
2020,-0.2778,132.6855,10.0,4.4,183,2.659,0.77,16.7,1.7,0.155,12,0
2021,-0.2674,125.071,73.12,4.4,73,2.424,0.57,6.6,11.2,0.19,8,1
2022,-0.2483,129.359,36.43,4.4,67,2.004,0.76,6.3,7.1,0.083,46,0
2024,-0.248,123.6555,97.778,4.4,49,1.184,0.87,4.78,8.856,0.17,10,1
2023,-0.24,125.0566,55.319,4.4,43,2.42,0.58,4.0,7.692,0.105,27,0
2021,-0.2375,123.0002,85.67,4.4,82,0.831,0.82,8.2,5.1,0.118,21,1
2023,-0.2345,126.8207,10.073,4.4,87,1.139,0.73,9.46,4.904,0.13,17,0
2024,-0.2108,100.8363,194.62,4.4,141,3.591,0.41,6.44,9.778,0.268,4,1
2022,-0.1974,97.3179,10.0,4.4,91,1.513,0.69,6.74,1.864,0.127,18,0
2023,-0.1942,123.1484,10.251,4.4,65,4.326,0.41,10.25,4.837,0.149,14,0
2024,-0.1934,96.9602,19.154,4.4,188,5.386,0.48,11.97,3.208,0.219,7,0
2023,-0.1909,97.3851,17.755,4.4,92,1.497,0.69,10.33,3.952,0.204,7,0
2023,0.3584,122.0297,193.99,4.4,59,1.455,0.79,4.71,6.162,0.093,33,1
2021,0.3649,126.3252,10.0,4.4,141,1.117,0.81,5.7,1.9,0.179,9,0
2021,0.365,123.9613,204.97,4.4,61,1.835,0.49,8.5,7.2,0.097,31,1
2021,0.3681,126.0736,48.7,4.4,66,1.353,0.72,7.7,7.7,0.127,18,0
2021,0.3734,126.3752,37.2,4.4,91,1.067,0.47,8.5,10.8,0.24,5,0
2023,0.4129,125.4662,54.837,4.4,48,1.934,1.11,3.71,7.657,0.093,37,0
2023,0.4367,125.6462,56.665,4.4,68,1.752,0.63,7.28,5.336,0.134,16,0
2024,0.4936,126.7525,69.913,4.4,55,0.673,0.8,7.63,8.073,0.144,14,0
2021,0.5192,129.14,10.0,4.4,154,1.79,0.64,6.9,1.9,0.161,12,0
2022,0.5247,126.2464,39.77,4.4,48,1.146,0.5,5.8,9.1,0.127,18,0
2020,0.5251,125.2799,54.79,4.4,58,2.101,0.9,8.1,9.4,0.12,20,0
2020,0.5326,125.9625,37.17,4.4,71,1.424,1.13,7.5,7.9,0.13,19,0
2020,0.5389,120.4338,10.0,4.4,133,0.666,0.6,5.1,1.9,0.162,14,0
2023,0.5414,122.0785,127.333,4.4,112,1.415,0.35,8.86,8.036,0.134,16,1
2022,0.5556,126.7451,70.695,4.4,51,0.658,1.31,3.92,9.127,0.19,8,1
2022,0.5558,125.4306,69.19,4.4,72,1.948,0.91,6.21,8.288,0.11,24,0
2023,0.5664,126.2461,42.765,4.4,58,1.139,0.57,7.78,7.291,0.114,26,0
2023,0.5844,126.7778,28.247,4.4,111,0.618,0.62,5.17,6.487,0.127,18,0
2022,0.5895,97.0885,10.0,4.4,124,0.86,0.69,4.7,1.7,0.095,32,0
2021,0.5946,119.6791,10.0,4.4,59,1.216,1.03,6.0,1.9,0.117,21,0
2024,0.6224,120.8923,64.95,4.4,63,0.498,0.88,5.62,5.541,0.12,22,0
2024,0.6239,98.8387,80.913,4.4,198,2.058,0.59,10.51,9.005,0.143,15,1
2023,0.6402,127.0955,67.704,4.4,75,0.301,0.72,9.83,6.958,0.11,24,0
2021,0.6568,126.7195,56.07,4.4,63,0.657,0.34,7.9,8.1,0.169,10,0
2022,0.6583,96.9598,10.0,4.4,182,0.889,0.78,6.28,1.729,0.19,8,0
2024,0.7075,126.0274,36.643,4.4,76,5.26,0.64,8.89,5.795,0.114,22,0
2021,0.7105,126.5941,10.0,4.4,98,0.774,0.59,4.3,1.9,0.162,11,0
2022,0.7243,99.8612,156.55,4.4,130,1.242,0.66,7.2,6.3,0.072,58,1
2020,0.7337,98.9523,69.34,4.4,112,1.488,0.48,9.3,3.9,0.162,11,0
2023,0.7424,124.9904,111.35,4.4,69,2.376,0.73,6.98,7.278,0.154,14,1
2021,0.7491,97.9647,52.06,4.4,156,0.674,0.93,8.1,8.9,0.202,8,0
2020,0.7621,126.2197,44.1,4.4,64,1.147,1.07,7.2,7.1,0.115,22,0
2022,0.776,126.3563,57.225,4.4,64,1.011,0.87,8.29,8.107,0.117,21,0
2023,0.7784,124.818,80.259,4.4,129,2.548,0.89,9.03,9.593,0.169,11,1
2022,0.7972,126.2415,47.27,4.4,68,1.125,0.68,4.2,8.3,0.123,19,0
2023,0.8143,126.217,46.843,4.4,70,1.15,0.56,8.07,6.38,0.127,18,0
2020,0.8172,119.4955,10.0,4.4,150,1.318,0.85,7.4,1.9,0.17,10,0
2021,0.8321,125.7759,78.41,4.4,76,1.591,1.14,6.3,8.7,0.134,17,1
2021,0.8331,125.9113,37.98,4.4,66,1.456,0.57,7.4,4.9,0.11,24,0
2021,0.8341,126.2229,20.74,4.4,66,1.145,0.91,6.6,5.5,0.12,20,0
2021,0.8373,126.3351,10.0,4.4,84,1.033,0.45,7.0,1.9,0.203,8,0
2023,0.8487,126.1698,35.0,4.4,87,1.199,0.39,7.91,1.927,0.149,13,0
2020,0.8498,126.6382,66.84,4.4,70,0.732,0.37,8.1,8.1,0.138,15,0
2021,0.8683,126.4264,35.0,4.4,62,0.945,0.96,7.2,2.0,0.144,14,0
2023,0.8764,126.0622,35.775,4.4,65,1.308,0.89,8.98,7.129,0.126,18,0
2020,0.8904,126.679,54.54,4.4,74,0.697,0.48,9.0,10.1,0.239,6,0
2024,0.8914,97.0203,10.0,4.4,95,0.69,0.88,3.57,1.896,0.149,13,0
2021,0.9052,126.2584,22.93,4.4,64,1.116,0.71,7.8,5.8,0.149,13,0
2024,0.9339,120.3171,22.696,4.4,134,0.497,0.44,7.87,7.545,0.135,16,0
2022,0.9584,125.3016,69.0,4.4,68,2.073,0.81,3.65,1.984,0.139,15,0
2024,0.9656,124.181,141.14,4.4,106,2.442,0.44,8.95,7.222,0.095,32,1
2023,0.9662,99.3803,10.0,4.4,115,1.777,0.66,5.92,1.846,0.17,10,0
2023,0.9724,126.5805,53.373,4.4,77,0.811,0.77,7.62,6.431,0.123,19,0
2024,1.0183,98.7279,75.566,4.4,63,1.186,1.1,7.62,6.551,0.148,14,1
2024,1.0201,126.2545,30.893,4.4,90,1.139,0.48,8.82,5.899,0.139,15,0
2024,1.0482,97.0046,10.0,4.4,196,4.153,0.57,11.21,1.956,0.117,21,0
2020,1.0536,126.3806,35.0,4.4,99,1.024,0.9,10.2,2.0,0.17,10,0
2022,1.0642,126.3548,36.86,4.4,79,1.052,0.78,5.1,10.3,0.148,13,0
2024,1.0654,127.4689,186.828,4.4,125,0.309,0.53,14.24,8.003,0.143,14,1
2020,1.0732,126.7525,54.23,4.4,80,0.683,1.08,4.0,8.7,0.123,19,0
2023,1.074,120.2034,35.952,4.4,64,0.579,0.46,7.86,9.264,0.115,29,0
2021,1.0834,120.1789,35.0,4.4,99,0.603,0.75,3.9,1.9,0.149,13,0
2021,1.1058,125.6232,59.19,4.4,132,1.774,0.62,5.7,11.7,0.203,7,0
2024,1.106,126.4358,41.782,4.4,87,0.988,0.66,9.96,6.905,0.143,16,0
2024,1.1125,127.4062,160.983,4.4,101,0.341,0.57,8.08,4.634,0.094,36,1
2023,1.1403,127.4941,9.205,4.4,147,0.388,0.72,7.52,6.375,0.143,14,0
2021,1.1479,98.6578,85.84,4.4,137,1.093,0.45,6.2,8.7,0.12,20,1
2024,1.1668,126.1939,37.26,4.4,98,5.411,0.62,5.45,7.717,0.134,16,0
2022,1.173,127.9174,10.0,4.4,104,0.68,0.45,4.03,1.886,0.12,20,0
2021,1.1749,127.3019,184.35,4.4,103,4.453,0.4,10.5,9.9,0.138,15,1
2021,1.1976,126.1893,53.74,4.4,81,1.25,0.68,6.4,7.2,0.088,42,0
2023,1.2187,126.108,10.0,4.4,84,1.334,1.11,4.18,1.866,0.155,12,0
2021,1.2189,126.7611,10.0,4.4,94,0.75,0.66,7.0,1.9,0.12,21,0
2024,1.2418,126.7097,84.524,4.4,157,0.806,0.83,13.15,4.972,0.162,11,1
2020,1.2421,127.3272,150.3,4.4,82,0.468,0.81,8.0,2.9,0.126,24,1
2021,1.2642,126.3337,49.66,4.4,83,1.142,0.59,8.1,7.9,0.117,21,0
2024,1.2761,123.4853,330.883,4.4,74,2.708,0.68,5.6,5.707,0.061,76,2
2024,1.2844,126.2917,47.256,4.4,62,1.189,0.68,7.65,7.676,0.102,28,0
2022,-2.8261,129.6046,10.0,4.4,76,2.557,0.56,5.68,1.882,0.239,6,0
2021,-2.822,122.1201,10.0,4.4,58,1.884,0.61,4.6,1.9,0.18,9,0
2022,-2.8187,129.4161,10.0,4.4,53,2.677,1.06,5.0,1.9,0.203,9,0
2022,-2.8147,129.5825,10.0,4.4,94,2.665,0.3,7.1,1.8,0.143,14,0
2022,-2.8073,128.9273,10.0,4.4,55,3.028,0.66,6.91,1.878,0.135,16,0
2022,-2.7855,118.6058,10.0,4.4,61,2.492,0.9,6.09,1.885,0.155,12,0
2022,-2.77,103.2352,277.71,4.4,51,1.468,0.98,5.9,5.5,0.071,57,1
2022,-2.7654,129.6459,10.0,4.4,67,2.604,0.99,4.3,1.9,0.127,20,0
2024,-2.764,129.6749,10.0,4.4,73,1.762,0.73,6.83,1.9,0.149,15,0
2020,-2.7622,130.2268,10.0,4.4,101,4.527,0.64,11.9,1.9,0.155,12,0
2020,-2.7614,138.6218,39.3,4.4,59,2.094,1.24,6.7,5.1,0.115,22,0
2020,-2.7394,133.8493,39.67,4.4,63,1.608,1.17,7.9,7.5,0.144,14,0
2020,-2.7362,101.3839,157.17,4.4,120,2.25,0.75,5.5,8.6,0.143,14,1
2021,-2.7354,139.1533,35.0,4.4,94,1.564,0.78,7.7,1.8,0.149,13,0
2024,-2.7324,137.0832,51.267,4.4,100,3.622,0.88,9.32,8.68,0.139,19,0
2022,-2.7234,129.5032,10.0,4.4,80,2.749,0.74,4.5,1.9,0.219,7,0
2020,-2.713,134.8655,25.91,4.4,57,2.621,0.63,6.8,5.3,0.103,29,0
2022,-2.6953,140.0993,10.0,4.4,82,0.63,1.0,4.2,1.9,0.112,23,0
2021,-2.6946,127.4675,40.75,4.4,109,3.444,0.69,4.6,9.7,0.22,6,0
2023,-2.6906,128.5995,10.0,4.4,109,3.652,0.71,10.02,1.951,0.24,6,0
2024,-2.6785,128.894,10.0,4.4,52,2.091,0.65,6.39,1.895,0.107,33,0
2020,-2.6733,121.2376,10.0,4.4,83,2.231,0.77,4.3,1.9,0.155,13,0
2023,-2.628,128.8262,18.207,4.4,65,2.168,1.15,5.47,3.979,0.086,40,0
2024,-2.6165,129.4541,10.0,4.4,106,1.946,0.58,4.45,1.906,0.127,18,0
2024,-2.5655,129.6497,10.0,4.4,122,2.62,0.61,7.92,1.916,0.162,13,0
2023,-2.5114,140.7551,10.0,4.4,146,0.051,0.35,12.68,1.945,0.149,13,0
2020,-2.4959,102.1105,148.65,4.4,130,2.035,0.85,10.7,7.7,0.155,12,1
2021,-2.4878,139.9594,10.0,4.4,61,7.414,0.81,6.2,1.8,0.13,20,0
2023,-2.4666,140.1498,27.3,4.4,70,0.555,0.71,7.91,4.424,0.134,16,0
2023,-2.4264,140.8289,14.354,4.4,99,0.152,0.88,7.09,2.148,0.241,5,0
2020,-2.4181,139.2669,37.75,4.4,151,7.028,0.55,11.1,6.3,0.109,24,0
2022,-2.4084,138.9845,34.048,4.4,149,6.748,0.54,14.44,6.59,0.143,14,0
2023,-2.4043,140.7873,25.018,4.4,96,8.545,0.86,11.15,5.204,0.112,23,0
2023,-2.3965,140.7173,10.0,4.4,92,0.118,0.98,9.31,1.857,0.17,10,0
2023,-2.3878,139.4477,27.806,4.4,98,10.362,0.86,9.85,3.641,0.098,30,0
2022,-2.3798,138.1905,10.0,4.4,118,5.959,1.03,9.49,1.667,0.12,20,0
2023,-2.3748,140.7431,25.878,4.4,111,8.502,0.53,7.67,4.593,0.106,26,0
2022,-2.3711,120.9171,10.0,4.4,44,2.275,0.9,2.8,1.9,0.127,18,0
2022,-2.3623,140.0115,35.0,4.4,131,18.149,0.88,8.99,1.913,0.162,11,0
2021,-2.3568,103.7389,10.0,4.4,99,1.101,0.56,4.4,1.9,0.162,11,0
2023,-2.351,140.3193,22.828,4.4,88,0.416,0.77,6.97,5.882,0.12,20,0
2020,-2.344,119.0818,29.86,4.4,81,2.498,0.64,6.9,5.9,0.13,17,0
2022,-2.3433,134.2019,26.47,4.4,150,2.033,0.87,11.8,7.6,0.19,8,0
2022,-2.3358,139.3002,34.97,4.4,73,1.414,0.52,9.9,8.6,0.202,7,0
2022,-2.3323,140.3293,15.68,4.4,94,0.416,0.52,7.0,5.6,0.155,14,0
2024,-2.3161,100.5703,39.244,4.4,155,3.13,0.59,11.32,8.272,0.149,13,0
2022,-2.3139,138.1869,10.0,4.4,95,5.962,0.57,6.78,1.886,0.123,20,0
2024,-2.3093,100.7892,75.227,4.4,184,2.971,0.88,10.18,7.608,0.139,15,1
2022,-2.3043,138.108,10.0,4.4,53,5.885,0.56,9.57,1.753,0.093,33,0
2022,-2.293,100.8763,66.18,4.4,64,2.606,0.71,4.9,6.3,0.084,41,0
2024,-2.2911,138.314,40.905,4.4,70,2.397,0.56,8.93,6.557,0.12,20,0
2020,-2.2859,119.1054,56.04,4.4,104,2.491,1.07,3.7,9.1,0.123,19,0
2020,-2.2843,133.9783,36.16,4.4,102,1.839,0.61,9.7,6.2,0.095,32,0
2021,-2.226,102.3492,211.84,4.4,61,2.205,0.71,7.0,5.6,0.066,74,1
2021,-2.1998,102.2695,199.26,4.4,58,2.253,0.91,8.4,7.0,0.087,38,1
2020,-2.1953,95.7176,10.0,4.4,129,3.941,0.53,8.4,1.9,0.134,16,0
2021,-2.1893,104.2108,10.0,4.4,128,0.86,0.86,4.6,1.9,0.138,15,0
2021,-2.1852,120.8663,25.32,4.4,43,2.217,0.52,5.6,4.9,0.115,25,0
2021,-2.1655,125.9012,26.75,4.4,70,3.264,0.71,7.4,6.4,0.123,21,0
2022,-2.136,120.6137,10.0,4.4,76,2.415,1.24,5.69,1.893,0.134,16,0
2022,-2.1337,138.9527,33.126,4.4,127,1.791,0.62,8.81,4.507,0.123,19,0
2021,-2.1047,128.0369,10.0,4.4,114,2.934,0.31,8.3,2.0,0.19,8,0
2023,-2.0959,99.8654,34.244,4.4,186,3.818,0.72,4.14,6.237,0.126,18,0
2021,-2.0788,127.303,10.0,4.4,109,2.832,0.55,5.6,1.9,0.24,7,0
2020,-2.0697,101.9631,189.78,4.4,151,2.482,0.97,8.0,4.5,0.085,40,1
2022,-2.0678,127.8255,10.0,4.4,105,2.857,0.5,11.4,1.6,0.169,10,0
2023,-2.0649,99.9114,40.184,4.4,133,4.829,0.69,5.35,7.46,0.103,31,0
2024,-2.0606,125.9198,55.825,4.4,146,3.163,0.9,7.46,11.964,0.162,12,0
2021,-2.0519,125.6722,27.71,4.4,71,3.068,1.2,6.9,7.3,0.139,15,0
2021,-2.0417,125.7521,10.0,4.4,48,3.14,0.64,6.5,1.5,0.089,39,0
2022,-1.9714,133.338,36.02,4.4,139,1.438,0.65,6.2,8.6,0.139,15,0
2022,-1.9446,128.4328,10.0,4.4,122,2.901,0.45,6.35,1.869,0.161,11,0
2022,-1.9399,138.616,31.063,4.4,179,6.435,0.48,14.79,8.165,0.12,20,0
2021,-1.9337,128.9108,28.01,4.4,41,2.581,0.75,1.9,5.4,0.096,40,0
2021,-1.9263,122.549,10.0,4.4,90,0.906,1.3,6.5,1.9,0.155,12,0
2021,-1.9253,99.6125,35.0,4.4,137,2.652,1.01,14.2,2.0,0.218,8,0
2022,-1.8912,139.0572,28.562,4.4,82,1.758,0.57,9.25,5.419,0.117,24,0
2021,-1.8489,139.1567,10.0,4.4,87,1.681,0.4,7.1,1.9,0.13,17,0
2023,-1.7287,127.4005,10.0,4.4,82,2.484,0.83,7.91,1.942,0.22,6,0
2021,-1.6809,128.4852,10.0,4.4,81,2.68,0.56,4.9,1.9,0.154,14,0
2024,-1.6664,124.5783,10.0,4.4,70,3.693,1.22,5.92,1.899,0.123,21,0
2023,-5.9371,130.681,109.12,4.4,112,3.381,0.63,9.1,7.749,0.098,30,1
2022,-5.9266,128.6409,318.469,4.4,77,3.337,0.27,11.69,10.402,0.219,6,2
2022,-5.9158,128.8243,281.28,4.4,81,3.201,1.03,9.1,10.2,0.161,11,1
2024,-5.8844,112.4798,17.436,4.4,68,2.333,0.77,7.24,4.733,0.087,38,0
2022,-5.8836,102.853,35.0,4.4,110,1.516,0.26,6.4,2.0,0.13,17,0
2022,-5.8781,130.5997,130.16,4.4,88,2.203,0.92,5.4,8.5,0.134,16,1
2021,-5.8535,129.8454,155.6,4.4,106,2.56,0.37,9.6,11.4,0.202,7,1
2021,-5.8357,128.9122,220.13,4.4,67,3.188,0.72,6.9,9.8,0.143,14,1
2022,-5.8254,101.8042,10.0,4.4,75,1.852,0.65,4.7,1.9,0.17,10,0
